brand,model,year,body_type,transmission,fuel_type,kilometers,color,seats,interior,payment_option,area,city,date_posted_category,price
Toyota,Land Cruiser,2025.0,4X4,Automatic,Benzine,115500.0,White,7.0,Full Leather,Cash or Installment,Almazah,Cairo,Older than a week,10500000
Renault,Kardian,2026.0,Hatchback,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,900000
Audi,A3,2005.0,Hatchback,Automatic,Benzine,302000.0,Red,5.0,Full Leather,Cash,Nasr City,Cairo,This week,550000
BMW,320,2024.0,Sedan,Automatic,Benzine,11000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3250000
Seat,Toledo,2018.0,Sedan,Automatic,Benzine,135000.0,Gray,5.0,Full Leather,Cash or Installment,8th District,Nasr City,This week,780000
Opel,Corsa,2004.0,Sedan,Manual,Benzine,300000.0,Gray,4.0,Full Leather,Cash,El Maadi,Maadi,This week,250000
BMW,X2,2025.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Older than a week,3600000
Kia,Shuma,2001.0,Other,Manual,Benzine,1.0,Gold,5.0,Full Leather,Cash,Hurghada,Red Sea,This week,220000
Porsche,Cayenne,2024.0,Hatchback,Automatic,Benzine,10000.0,Gray,5.0,Full Leather,Cash,Uptown Cairo,Mokattam,Older than a week,12500000
Kia,Cerato,2021.0,Sedan,Automatic,Benzine,230000.0,Gray,5.0,Full Leather,Cash or Installment,Beverly Hills Compound,Sheikh Zayed,Less than a day,940000
Mercedes-Benz,E200,2024.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,5390000
Volkswagen,Tiguan,2023.0,Estate,Automatic,Benzine,25000.0,Gray,5.0,Part Leather,Cash,New Cairo,Cairo,This week,2300000
BYD,Seagull,2025.0,Hatchback,Automatic,Electric,115500.0,White,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,1100000
BMW,X2,2024.0,Hatchback,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Mohandessin,Giza,This week,3650000
Nissan,Sunny,2024.0,Sedan,Automatic,Benzine,28500.0,Gray,5.0,Full Leather,Cash,Bilbeis,Sharqia,This week,720000
Volkswagen,Passat,2017.0,Sedan,Automatic,Benzine,19000.0,Black,4.0,Full Leather,Cash,Shubra,Cairo,This week,1500000
Chery,Envy,2017.0,Sedan,Manual,Benzine,156000.0,Gray,3.0,Full Leather,Cash,Hurghada,Red Sea,Less than a day,345000
Opel,Grandland,2022.0,SUV,Automatic,Benzine,25000.0,Red,5.0,Part Leather,Cash,Zahraa Madinat Nasr,Nasr City,Older than a week,1450000
Fiat,Siena,2002.0,Sedan,Manual,Benzine,99000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Banha,Qalyubia,Older than a week,200000
Peugeot,505,1986.0,Sedan,Manual,Benzine,200.0,White,5.0,Full Leather,Cash,Mohandessin,Giza,This week,150000
Toyota,Corolla,2020.0,Sedan,Automatic,Benzine,105000.0,Silver,4.0,Other,Cash,Roushdy,Alexandria,Less than a day,1100000
Seat,Ibiza,2007.0,Sedan,Automatic,Benzine,97000.0,Black,5.0,Full Leather,Cash,Salam City,Cairo,Older than a week,280000
MG,HS,2022.0,SUV,Automatic,Benzine,30000.0,Burgundy,4.0,Full Leather,Cash,Hurghada,Red Sea,Older than a week,1225000
Fiat,128,1977.0,Sedan,Manual,Benzine,200.0,Green,4.0,Part Leather,Cash,Faisal,Giza,Less than a day,40000
Volkswagen,ID4,2024.0,SUV,Automatic,Electric,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash,10th District,Nasr City,Older than a week,2050000
Mercedes-Benz,GLE 450,2023.0,SUV,Automatic,Benzine,1000.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,6450000
BMW,740,2019.0,Sedan,Automatic,Benzine,51000.0,Silver,5.0,Full Leather,Cash,Rehab City Compound,New Cairo,This week,4200000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,39000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,3450000
Cupra,Leon,2025.0,Hatchback,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,1775000
Kia,Cerato,2015.0,Sedan,Automatic,Benzine,170000.0,Black,5.0,Cloth,Cash,Helwan,Cairo,This week,625000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Less than a day,2975000
Renault,Megane,2019.0,SUV,Automatic,Benzine,130000.0,Brown,5.0,Full Leather,Cash,New Cairo,Cairo,Less than a day,710000
BMW,320,2026.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,3600000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,1645000
Mercedes-Benz,G63,2022.0,4X4,Automatic,Benzine,29000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,13500000
Skoda,Superb,2024.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,Madinaty,Cairo,Older than a week,2900000
Speranza,M11,2010.0,Sedan,Manual,Benzine,190000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Obour City,Cairo,Older than a week,260000
Suzuki,Maruti,2014.0,Sedan,Manual,Benzine,100000.0,Other Color,5.0,Full Leather,Cash,Abu Qurqas,Minya,Less than a day,205000
Peugeot,5008,2020.0,Estate,Automatic,Benzine,180000.0,Gray,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,1230000
Mercedes-Benz,GLC 200,2023.0,Sports / Coupe,Automatic,Benzine,29000.0,Black,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,4100000
BYD,Tang L,2025.0,SUV,Automatic,Electric,115500.0,Black,7.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,2800000
Seat,Ibiza,1992.0,Sedan,Manual,Benzine,300000.0,Silver,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Older than a week,100000
Renault,Kadjar,2018.0,Hatchback,Automatic,Benzine,78000.0,Blue- Navy Blue,5.0,Part Leather,Cash,Rehab City Compound,New Cairo,This week,950000
MG,Other,2022.0,Sedan,Automatic,Benzine,24000.0,Yellow,5.0,Full Leather,Cash,Haram,Giza,This week,1250000
Hyundai,Getz,2008.0,Sedan,Automatic,Benzine,134000.0,Black,5.0,Full Leather,Cash,Abasiya,Cairo,Older than a week,280000
Volvo,XC60,2024.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Dokki,Giza,Older than a week,3950000
Renault,Duster,2020.0,SUV,Automatic,Benzine,56000.0,Gray,5.0,Full Leather,Cash,Obour City,Cairo,This week,890000
Speranza,A113,2012.0,Sedan,Manual,Benzine,205000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,250000
Speranza,A113,2009.0,Sedan,Manual,Benzine,180000.0,Gold,5.0,Full Leather,Cash,Mahalla al-Kobra,Gharbia,Older than a week,200000
Speranza,A113,2013.0,Hatchback,Manual,Benzine,163.0,Gray,5.0,Full Leather,Cash,Imbaba,Giza,This week,270000
BMW,X3,2017.0,4X4,Automatic,Benzine,82000.0,Blue- Navy Blue,5.0,Full Leather,Cash,8th District,Nasr City,Older than a week,1900000
Chevrolet,Lanos,2018.0,Sedan,Manual,Benzine,155000.0,Silver,5.0,Full Leather,Cash,Ismailia City,Ismailia,This week,375000
Renault,Duster,2022.0,Hatchback,Automatic,Benzine,79000.0,Blue- Navy Blue,5.0,Cloth,Cash,Janna,6th of October,Less than a day,890000
Volkswagen,Golf,1987.0,Hatchback,Manual,Benzine,800.0,Blue- Navy Blue,5.0,Full Leather,Exchange,Boulaq Dakrour,Giza,Older than a week,200000
Citroen,C-Elysée,2020.0,Sedan,Automatic,Benzine,80000.0,Silver,5.0,Part Leather,Cash,Hadayek al-Kobba,Cairo,Less than a day,575000
Speranza,A516,2009.0,Sedan,Manual,Benzine,190000.0,Black,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,220000
MINI,Cooper s,2025.0,Hatchback,Automatic,Benzine,1000.0,Red,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,3050000
Kia,Spectra,2003.0,Sedan,Manual,Benzine,260000.0,Silver,5.0,Full Leather,Cash,Shorouk City,Cairo,Older than a week,290000
Hyundai,Accent,2025.0,Sedan,Automatic,Benzine,6800.0,Red,5.0,Full Leather,Cash,Sharq District,Port Said,Less than a day,880000
Kia,Xceed,2025.0,Hatchback,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1480000
Mercedes-Benz,CLA 200,2022.0,Sports / Coupe,Automatic,Benzine,40000.0,Silver,5.0,Full Leather,Cash,San Stefano,Alexandria,Older than a week,2600000
MG,RX5,2025.0,Hatchback,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,1490000
Seat,Tarraco,2021.0,SUV,Automatic,Benzine,71000.0,Silver,7.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,1715000
Opel,Vectra,2008.0,Sedan,Automatic,Benzine,210000.0,Black,5.0,Full Leather,Cash,Zahraa Al Maadi,Cairo,Older than a week,420000
Chevrolet,Cruze,2016.0,Sedan,Automatic,Benzine,145000.0,Silver,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,535000
BMW,318,2018.0,Sedan,Automatic,Benzine,100000.0,Black,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,1500000
Suzuki,Dzire,2022.0,Sedan,Manual,Benzine,75000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,530000
Renault,19,1990.0,Sedan,Manual,Benzine,11.0,Blue- Navy Blue,5.0,Full Leather,Cash,Gesr Al Suez,Cairo,This week,85000
Kia,Cerato Coupe,2015.0,Sports / Coupe,Automatic,Benzine,96000.0,Black,5.0,Full Leather,Cash,Alex West,Agami,Older than a week,875000
MG,MG 5,2025.0,Sedan,Automatic,Benzine,20000.0,Black,4.0,Full Leather,Cash,Smoha,Alexandria,Less than a day,900000
Skoda,Octavia,2018.0,Sedan,Automatic,Benzine,96000.0,Blue- Navy Blue,5.0,Cloth,Cash,5th Settlement,New Cairo,Older than a week,1150000
Daihatsu,Gran Max,2014.0,Van / Bus,Manual,Benzine,300000.0,White,2.0,Cloth,Cash,Damanhour,Beheira,Older than a week,350000
Slingshot,Polaris,2024.0,4X4,Automatic,Benzine,48000.0,Black,7.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,950000
Daewoo,Lanos,2004.0,Sedan,Manual,Benzine,100000.0,Silver,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,250000
Mercedes-Benz,GLA 200,2022.0,Hatchback,Automatic,Benzine,30000.0,Black,4.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,2850000
BMW,320,2014.0,Sedan,Automatic,Benzine,200000.0,Burgundy,5.0,Full Leather,Cash,Suez District,Suez,Older than a week,1300000
Renault,Logan,2013.0,Sedan,Automatic,Hybrid,500000.0,Black,5.0,Full Leather,Cash,Abasiya,Cairo,Older than a week,260000
Volkswagen,Tiguan,2025.0,Estate,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,2550000
Toyota,Corolla,1997.0,Sedan,Automatic,Benzine,1.0,Gray,4.0,Full Leather,Cash,Mansura,Dakahlia,Older than a week,240000
Chevrolet,Lanos,2010.0,Sedan,Manual,Benzine,100000.0,White,5.0,Full Leather,Cash,Rock Eden,Hadayek October,Less than a day,250000
BMW,IX1,2025.0,SUV,Automatic,Electric,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,2080000
Kia,Soul,2017.0,SUV,Automatic,Benzine,130000.0,Gray,5.0,Full Leather,Cash,New Damietta,Damietta,This week,985000
Hyundai,Tucson,2017.0,SUV,Automatic,Benzine,170000.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,1250000
Cadillac,DTS,2004.0,Sedan,Automatic,Benzine,140000.0,White,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,495000
Volkswagen,Pointer,2006.0,Hatchback,Manual,Benzine,200.0,Silver,4.0,Other,Cash,High City,Obour City,This week,190000
Mercedes-Benz,Viano,2025.0,Van / Bus,Automatic,Benzine,115500.0,Black,6.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,9000000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1460000
Geely,Emgrand 7,2016.0,Estate,Manual,Benzine,380.0,Silver,2.0,Full Leather,Cash,Hadayek October,Giza,Less than a day,305000
Kia,Sportage,2025.0,MPV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Less than a day,2500000
Mercedes-Benz,E300,2022.0,Sedan,Automatic,Benzine,80000.0,Black,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,3700000
Audi,A3,2014.0,Sedan,Automatic,Benzine,133000.0,Brown,5.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,1100000
Kia,Cerato,2016.0,Hatchback,Automatic,Benzine,80000.0,White,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,850000
Ford,Focus,2006.0,Sedan,Automatic,Benzine,180000.0,Black,5.0,Full Leather,Cash,Degla Gardens,Hadayek October,Older than a week,385000
Peugeot,508,2021.0,Sedan,Automatic,Benzine,67000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,This week,1200000
Seat,Ibiza,2021.0,Hatchback,Automatic,Benzine,48000.0,Blue- Navy Blue,5.0,Cloth,Cash,El Maadi,Maadi,Less than a day,950000
Renault,Megane,2006.0,Sedan,Automatic,Benzine,300.0,Black,4.0,Cloth,Cash,Badr City,Cairo,Older than a week,255000
BYD,Yuan,2025.0,4X4,Automatic,Electric,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1250000
GMC,Yukon,2024.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,15000000
Renault,Logan,2018.0,Sedan,Automatic,Benzine,163000.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,375000
Audi,A3,2025.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash,New Cairo,Cairo,This week,2350000
Renault,Logan,2020.0,Estate,Automatic,Benzine,68000.0,Silver,5.0,Cloth,Cash,Hadayek Helwan,Cairo,This week,550000
Skoda,Fabia,2010.0,Hatchback,Automatic,Diesel,209000.0,Gray,5.0,Full Leather,Cash,1st Settlement,New Cairo,This week,425000
Land Rover,Range Rover Sport,2021.0,SUV,Automatic,Benzine,11000.0,White,5.0,Full Leather,Cash,Shatby,Alexandria,This week,6400000
Skoda,Kodiaq,2020.0,SUV,Automatic,Benzine,96000.0,Silver,5.0,Cloth,Cash,Asyut City,Asyut,Less than a day,1800000
Kia,Carens,2014.0,MPV,Automatic,Benzine,218000.0,Gray,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,780000
Jetour,T2,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,2200000
MG,MG 5,2021.0,Sedan,Automatic,Benzine,73500.0,Blue- Navy Blue,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Older than a week,750000
Opel,Vectra,1995.0,Sedan,Manual,Benzine,225455.0,White,5.0,Full Leather,Cash,Abasiya,Cairo,This week,200000
Fiat,Tipo,2022.0,Sedan,Automatic,Benzine,93000.0,Black,5.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,825000
MG,MG 5,2021.0,Sedan,Automatic,Benzine,61523.0,Red,5.0,Full Leather,Cash or Installment,Ramses + Ramses Extension,Cairo,This week,840000
Chery,Tiggo,2021.0,SUV,Automatic,Benzine,96000.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,660000
Peugeot,505,1980.0,Sedan,Manual,Benzine,100000.0,Green,5.0,Full Leather,Cash,Minya al-Qamh,Sharqia,Less than a day,110000
Mitsubishi,Lancer,1998.0,Sedan,Automatic,Benzine,200000.0,Red,5.0,Full Leather,Cash,Shebin al-Koum,Monufia,Less than a day,310000
Chevrolet,Lanos,2009.0,Sedan,Manual,Diesel,325000.0,Silver,5.0,Full Leather,Cash,Beni Suef City,Beni Suef,This week,250000
BYD,F3,2025.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,650000
Mercedes-Benz,C300,2010.0,Sedan,Automatic,Benzine,220000.0,Black,4.0,Full Leather,Cash,Mall 6ixty,Heliopolis,Older than a week,1250000
Zeekr,X,2025.0,Hatchback,Automatic,Electric,115500.0,White,5.0,Full Leather,Installments,Mansura,Dakahlia,Less than a day,2000000
Honda,Civic,2008.0,Estate,Automatic,Benzine,250000.0,Black,5.0,Velour,Cash,Sheikh Zayed,Giza,Older than a week,550000
Suzuki,Van,2006.0,Van / Bus,Manual,Benzine,1.0,White,7.0,Full Leather,Cash,Banha,Qalyubia,Older than a week,210000
Fiat,Petra,2003.0,Sedan,Manual,Benzine,150055.0,Black,5.0,Full Leather,Cash,Haram,Giza,Older than a week,160000
MG,RX5,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Zamalek,Cairo,This week,1490000
Skoda,Felecia,1997.0,Hatchback,Manual,Benzine,159000.0,Green,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,145000
BMW,X6,2019.0,Sports / Coupe,Automatic,Benzine,64000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Corniche El Maadi,Maadi,Older than a week,4350000
Chery,Tiggo,2023.0,Sedan,Automatic,Benzine,55190.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Ramses + Ramses Extension,Cairo,This week,780000
Kia,Sportage,2022.0,SUV,Automatic,Benzine,50000.0,White,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1000000
Daihatsu,Charade,2007.0,Hatchback,Automatic,Benzine,122000.0,Silver,4.0,Full Leather,Cash,Mostakbal City,Cairo,This week,340000
BMW,320,1998.0,Sedan,Automatic,Benzine,300000.0,Silver,5.0,Full Leather,Cash,Shubra al-Khaimah,Qalyubia,Older than a week,125000
Renault,Duster,2021.0,Estate,Automatic,Benzine,70000.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Al Ibrahimiyyah,Alexandria,Older than a week,835000
Mercedes-Benz,GLC 300,2025.0,Sports / Coupe,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,5650000
MINI,Countryman S,2020.0,Hatchback,Automatic,Benzine,25000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,2350000
Kia,Xceed,2025.0,Hatchback,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,1480000
Chery,Arrizo 5,2026.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,725000
Jetour,X70,2025.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,1349000
Changan,Alsvin,2022.0,Sedan,Automatic,Benzine,100000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Giza District,Giza,This week,490000
Mercedes-Benz,C180,2016.0,Sedan,Automatic,Benzine,180000.0,Gray,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,1770000
Fiat,Tempra,1990.0,Sedan,Manual,Benzine,240000.0,Black,5.0,Full Leather,Cash,Kafr al-Zayat,Gharbia,This week,115000
Renault,Sandero Stepway,2017.0,Hatchback,Automatic,Benzine,89000.0,Gray,5.0,Cloth,Cash,El Maadi,Maadi,Less than a day,550000
Volkswagen,Jetta,2008.0,Sedan,Automatic,Benzine,194000.0,Burgundy,5.0,Full Leather,Cash,1st District,6th of October,This week,425000
Mercedes-Benz,E250,2012.0,Sedan,Automatic,Benzine,10000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,2750000
BMW,116,1995.0,Sedan,Automatic,Benzine,400000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Ashmon,Monufia,Older than a week,380000
Fiat,131,1979.0,Sedan,Manual,Benzine,123456.0,Blue- Navy Blue,4.0,Full Leather,Cash,Zagazig,Sharqia,This week,75000
Peugeot,5008,2019.0,Estate,Automatic,Benzine,92000.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,6th of October,Giza,This week,1370000
Mercedes-Benz,B200,2013.0,SUV,Automatic,Benzine,230000.0,Black,5.0,Full Leather,Cash,Laurent,Alexandria,This week,980000
Mercedes-Benz,A200,2021.0,Sedan,Automatic,Benzine,31000.0,Gray,5.0,Full Leather,Cash,Maadi,Cairo,This week,2200000
Hyundai,Accent,2006.0,Sedan,Manual,Benzine,300000.0,Gold,5.0,Full Leather,Cash,Mokattam,Cairo,Older than a week,260000
Geely,Emgrand 7,2015.0,Estate,Manual,Benzine,280000.0,Silver,4.0,Full Leather,Cash,Hadayeq El Zeitoun,Cairo,Older than a week,350000
BMW,118,2012.0,Hatchback,Automatic,Benzine,160000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,700000
Nissan,Qashqai,2021.0,SUV,Automatic,Benzine,97000.0,Burgundy,5.0,Full Leather,Cash,Madinaty,Cairo,Older than a week,1050000
Chrysler,PT Cruiser,2007.0,Sedan,Manual,Benzine,70000.0,Silver,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,470000
Peugeot,405,1988.0,Sedan,Manual,Benzine,322000.0,Other Color,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,170000
BMW,520,2019.0,Sedan,Automatic,Benzine,165000.0,Blue- Navy Blue,5.0,Other,Cash,5th Settlement,New Cairo,This week,2000000
Suzuki,Maruti,2012.0,Sedan,Manual,Benzine,130000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,145000
BYD,Song L,2024.0,SUV,Automatic,Electric,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,2200000
Hyundai,Verna,2012.0,Sedan,Manual,Benzine,120000.0,Black,5.0,Full Leather,Cash,Zahraa Madinat Nasr,Nasr City,This week,390000
Daewoo,Matiz,1999.0,Small city car,Manual,Benzine,150000.0,Green,4.0,Other,Cash,1st Settlement,New Cairo,Older than a week,140000
Chery,Arrizo 5,2026.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,725000
MG,MG 5,2025.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,995000
Peugeot,405,1993.0,Sedan,Manual,Benzine,20000.0,Black,5.0,Full Leather,Cash,New October,6th of October,Older than a week,135000
Fiat,128,1990.0,Sedan,Manual,Benzine,40000.0,Blue- Navy Blue,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Older than a week,65000
Kia,Pride,2001.0,Sedan,Automatic,Benzine,1.0,Blue- Navy Blue,5.0,Full Leather,Cash,Shubra al-Khaimah,Qalyubia,Older than a week,190000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1000000
Volkswagen,Parati,2006.0,Hatchback,Manual,Benzine,248000.0,Silver,5.0,Other,Cash,Deyerb Negm,Sharqia,Less than a day,210000
Chevrolet,N300,2019.0,Van / Bus,Manual,Benzine,131937.0,Burgundy,7.0,Full Leather,Cash,Kafr al-Zayat,Gharbia,This week,425000
Citroen,Berlingo,2005.0,Other,Manual,Benzine,100000.0,Silver,7.0,Full Leather,Cash,Moneeb,Giza,Older than a week,220000
Renault,Megane,2005.0,Hatchback,Automatic,Benzine,146000.0,Green,4.0,Full Leather,Cash,Fleming,Alexandria,Less than a day,370000
Ssang Yong,Torres,2024.0,SUV,Automatic,Benzine,10000.0,Silver,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1865000
