brand,model,year,body_type,transmission,fuel_type,kilometers,color,seats,interior,payment_option,area,city,date_posted_category,price
Hyundai,Avante,1999.0,4X4,Manual,Benzine,10000.0,Green,5.0,Full Leather,Cash,Haram,Giza,Older than a week,200000
Proton,Gen-2,2010.0,Sedan,Manual,Benzine,250000.0,Silver,4.0,Other,Cash,Miami,Alexandria,This week,350000
Peugeot,3008,2025.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,2400000
Skoda,Octavia,2010.0,Sedan,Automatic,Benzine,170000.0,Gray,5.0,Full Leather,Cash,Maamoura,Alexandria,This week,640000
Opel,Corsa,2010.0,Hatchback,Automatic,Benzine,125000.0,Gray,5.0,Part Leather,Cash,Al Amiriyyah,Cairo,This week,470000
Jetour,X90,2025.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,1640000
Hyundai,Tucson,2021.0,SUV,Automatic,Benzine,87300.0,Gold,5.0,Full Leather,Cash,Maadi,Cairo,Less than a day,1400000
Mercedes-Benz,GLE-Class,2023.0,Sports / Coupe,Automatic,Benzine,30000.0,Gray,5.0,Part Leather,Cash,Maadi,Cairo,Older than a week,14499999
Seat,Ibiza,2019.0,Hatchback,Automatic,Benzine,77000.0,Red,5.0,Cloth,Cash,Heliopolis,Cairo,This week,860000
Renault,Sandero,2015.0,Hatchback,Manual,Benzine,149000.0,Gray,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,420000
Mercedes-Benz,C180,2022.0,Sedan,Automatic,Benzine,115500.0,Red,5.0,Cloth,Cash or Installment,Nasr City,Cairo,Older than a week,3100000
Kia,Carens,2010.0,Estate,Automatic,Benzine,193000.0,Black,5.0,Part Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,610000
Renault,18,2018.0,SUV,Automatic,Benzine,93000.0,Silver,5.0,Full Leather,Cash,Shorouk City,Cairo,Older than a week,700000
Jeep,Cherokee,1996.0,4X4,Automatic,Benzine,1.0,Blue- Navy Blue,5.0,Full Leather,Cash,Salam City,Cairo,Older than a week,260000
Nissan,Qashqai,2019.0,SUV,Automatic,Benzine,112000.0,Red,5.0,Full Leather,Cash,Nasr City,Cairo,This week,960000
Nissan,Sunny,2000.0,Sedan,Manual,Benzine,85700.0,White,5.0,Full Leather,Cash,Baltim,Kafr al-Sheikh,Older than a week,270000
Geely,Emgrand X7,2019.0,Hatchback,Automatic,Benzine,66000.0,Brown,4.0,Other,Cash,Beni Suef City,Beni Suef,Older than a week,850000
Peugeot,406,2000.0,Sedan,Manual,Benzine,350000.0,Black,5.0,Full Leather,Cash,Helwan,Cairo,Less than a day,250000
Nissan,Livina,2009.0,Estate,Automatic,Natural Gas,267.0,Gray,4.0,Full Leather,Cash,1st District,Sheikh Zayed,Older than a week,375000
Opel,Corsa,1997.0,Sedan,Automatic,Benzine,250000.0,Burgundy,5.0,Full Leather,Cash,Tanta,Gharbia,This week,160000
Citroen,DS4,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Sheraton,Cairo,Older than a week,2250000
Land Rover,Range Rover Sport,2022.0,SUV,Automatic,Hybrid,15000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,This week,7350000
Alfa Romeo,Stelvio,1996.0,Sedan,Manual,Benzine,250000.0,Burgundy,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Less than a day,115000
MG,RX5,2024.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1490000
Renault,Duster,2018.0,SUV,Automatic,Benzine,133000.0,Silver,5.0,Full Leather,Cash,Bagour,Monufia,Older than a week,620000
Daewoo,Nubira,2006.0,Sedan,Manual,Benzine,290000.0,Other Color,4.0,Full Leather,Cash,Victoria,Alexandria,Older than a week,285000
Land Rover,Range Rover Sport,2019.0,SUV,Automatic,Benzine,83000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,4750000
Nissan,Sunny,2012.0,Sedan,Automatic,Benzine,230000.0,Burgundy,4.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Less than a day,430000
Audi,Q8,2025.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Less than a day,7300000
Peugeot,408,2024.0,SUV,Automatic,Benzine,35000.0,Black,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,2050000
MG,RX5,2021.0,SUV,Automatic,Benzine,73000.0,Black,5.0,Full Leather,Cash,Mohandessin,Giza,Less than a day,865000
BMW,X7,2021.0,4X4,Automatic,Benzine,8000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,6900000
Geely,Emgrand 7,2014.0,Sedan,Automatic,Benzine,1.0,White,4.0,Full Leather,Cash,Al Amiriyyah,Cairo,Older than a week,350000
Chevrolet,Aveo,2014.0,Sedan,Automatic,Benzine,140000.0,Black,5.0,Velour,Cash,Sheraton,Cairo,Less than a day,470000
Fiat,127,1985.0,Sedan,Manual,Benzine,150000.0,White,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,50000
Renault,Sandero,2022.0,Hatchback,Automatic,Benzine,26000.0,Gray,5.0,Cloth,Cash or Installment,8th District,Nasr City,Older than a week,710000
Peugeot,308 SW,2009.0,MPV,Automatic,Benzine,250000.0,Black,7.0,Full Leather,Cash,Seyouf,Alexandria,This week,430000
Honda,ENP,2025.0,SUV,Automatic,Electric,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,1700000
BMW,520,2023.0,Sedan,Automatic,Benzine,18000.0,Black,5.0,Full Leather,Cash,New Giza Compound,6th of October,This week,3850000
Renault,Sandero Stepway,2016.0,SUV,Automatic,Benzine,93500.0,Silver,5.0,Full Leather,Cash,Haram,Giza,This week,420000
Fiat,Polonez,1984.0,Other,Manual,Benzine,111111.0,Blue- Navy Blue,5.0,Full Leather,Cash,Shebin al-Koum,Monufia,This week,60000
Fiat,132,1979.0,Sedan,Manual,Benzine,1.0,Orange,5.0,Full Leather,Cash,Helmeyat El Zaytoun,Cairo,Less than a day,50000
Volkswagen,Jetta,2014.0,Sedan,Automatic,Benzine,277000.0,Brown,5.0,Cloth,Cash,Hadayek al-Ahram,Giza,Older than a week,700000
Fiat,124,1975.0,Sedan,Manual,Benzine,1971.0,Gold,5.0,Full Leather,Cash,Ard El Lewa,Giza,Older than a week,75000
Jetour,X90,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,1640000
Skoda,Kodiaq,2025.0,SUV,Automatic,Benzine,115500.0,Silver,7.0,Full Leather,Cash or Installment,Mansura,Dakahlia,Less than a day,3300000
Daewoo,Lanos,1999.0,Sedan,Automatic,Benzine,1.0,Green,5.0,Full Leather,Cash,Ard El Lewa,Giza,Older than a week,210000
Mercedes-Benz,A180,2021.0,Sedan,Automatic,Benzine,96000.0,Silver,5.0,Full Leather,Cash,Madinaty,Cairo,This week,2200000
Opel,Insignia,2015.0,Sedan,Automatic,Benzine,260000.0,Black,5.0,Full Leather,Cash,Shorouk City,Cairo,Older than a week,800000
Renault,Kadjar,2018.0,SUV,Automatic,Benzine,120000.0,Brown,5.0,Full Leather,Cash,Tiba Gardens Compound,6th of October,Less than a day,850000
Jac,S2,2025.0,Hatchback,Automatic,Benzine,115500.0,Burgundy,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,775000
Mercedes-Benz,C180,2020.0,Sedan,Automatic,Benzine,34000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,Less than a day,2800000
Mercedes-Benz,Other,2023.0,Sedan,Automatic,Benzine,7000.0,Gray,5.0,Full Leather,Cash,New Cairo,Cairo,This week,7500000
Daewoo,Nubira,1999.0,Sedan,Manual,Benzine,200000.0,Gold,4.0,Full Leather,Cash,Zagazig,Sharqia,This week,230000
Daewoo,Lanos,1997.0,Sedan,Manual,Benzine,285000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Minya City,Minya,Less than a day,175000
Citroen,C-Elysée,2022.0,Sedan,Automatic,Benzine,80000.0,Gray,5.0,Full Leather,Cash or Installment,Maadi,Cairo,This week,670000
Hummer,Other,2024.0,4X4,Automatic,Electric,115500.0,Black,5.0,Full Leather,Cash,Beverly Hills Compound,Sheikh Zayed,Older than a week,8500000
Peugeot,2008,2019.0,Hatchback,Automatic,Benzine,120000.0,Gold,4.0,Cloth,Exchange,Heliopolis,Cairo,This week,760000
Mercedes-Benz,E200,2024.0,Sedan,Automatic,Benzine,2100.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,5800000
Fiat,128,1976.0,Sedan,Manual,Benzine,100000.0,Red,5.0,Full Leather,Cash,Sadat,Monufia,Older than a week,42000
Citroen,C5,2026.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1720000
Toyota,Corolla,2023.0,Sedan,Automatic,Benzine,58000.0,Silver,5.0,Full Leather,Cash,Smoha,Alexandria,Older than a week,1245000
Skoda,Kodiaq,2020.0,4X4,Automatic,Benzine,72000.0,Silver,5.0,Part Leather,Cash,Nasr City,Cairo,This week,1800000
Mercedes-Benz,200,1987.0,Sedan,Automatic,Benzine,200000.0,Black,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,250000
Skoda,Scala,2022.0,Hatchback,Automatic,Benzine,57000.0,Silver,5.0,Cloth,Cash,Rehab City Compound,New Cairo,This week,1350000
Mercedes-Benz,C180,2024.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,3325000
Skoda,Felicia Combi,1996.0,Other,Manual,Benzine,312834.0,Green,5.0,Cloth,Cash,10th of Ramadan,Sharqia,Older than a week,160000
Hyundai,Verna,2010.0,Sedan,Manual,Benzine,240000.0,White,4.0,Full Leather,Cash,Haram,Giza,Less than a day,280000
BYD,F3,2011.0,Other,Manual,Natural Gas,250.0,White,5.0,Full Leather,Cash,Baragil,Giza,This week,265000
BMW,525,2000.0,Other,Automatic,Benzine,28000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Zefta,Gharbia,This week,420000
Volkswagen,Polo,2014.0,Sedan,Automatic,Benzine,220000.0,White,5.0,Cloth,Cash,Menouf,Monufia,Older than a week,470000
Renault,Logan,2016.0,Sedan,Manual,Hybrid,290000.0,Gold,5.0,Cloth,Cash,6th Settlement,New Cairo,Older than a week,330000
Peugeot,307,2008.0,SUV,Automatic,Benzine,170000.0,Silver,7.0,Full Leather,Cash,Zagazig,Sharqia,Older than a week,490000
Hyundai,Accent,2025.0,Sedan,Automatic,Benzine,115500.0,Other Color,5.0,Cloth,Cash or Installment,Heliopolis,Cairo,This week,925000
BYD,L3,2017.0,Sedan,Automatic,Benzine,130000.0,Burgundy,4.0,Full Leather,Cash,Qasr al-Nil,Cairo,Older than a week,410000
Mercedes-Benz,CLS,2020.0,Sedan,Automatic,Benzine,70000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3600000
Peugeot,301,2014.0,Sedan,Automatic,Benzine,220000.0,Brown,5.0,Full Leather,Cash,Glim,Alexandria,This week,460000
Mercedes-Benz,A180,2021.0,Sedan,Automatic,Benzine,80000.0,White,5.0,Full Leather,Cash,Smoha,Alexandria,This week,1900000
Hyundai,Elantra,2026.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,1025000
Peugeot,Other,2003.0,Van / Bus,Manual,Benzine,450000.0,White,2.0,Full Leather,Cash,Beit Al Watan,New Damietta,Older than a week,150000
Chevrolet,Pickup/Dababa,2026.0,Pickup,Manual,Diesel,115500.0,White,5.0,Full Leather,Cash or Installment,Marg,Cairo,This week,1190000
Ssang Yong,Torres,2025.0,Estate,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,1990000
GMC,Hummer EV,2025.0,SUV,Automatic,Electric,115500.0,Green,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,7500000
Nissan,Sunny,2026.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Mohandessin,Giza,This week,780000
Speranza,A620,2011.0,Sedan,Automatic,Benzine,152000.0,Black,4.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,350000
Skoda,Octavia,2021.0,Sedan,Automatic,Benzine,70000.0,White,5.0,Full Leather,Cash,6th of October,Giza,Less than a day,1250000
Mercedes-Benz,GLC 300,2025.0,Hatchback,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,5750000
Chery,Arrizo 5,2026.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,740000
Opel,Astra,2013.0,Sedan,Automatic,Benzine,149000.0,Silver,5.0,Part Leather,Cash,1st Settlement,New Cairo,This week,550000
Chevrolet,Spark,2008.0,Hatchback,Manual,Benzine,87000.0,Black,5.0,Cloth,Cash,Al Manial,Cairo,This week,250000
Fiat,Shahin,1996.0,Sedan,Manual,Benzine,8888.0,Gray,5.0,Full Leather,Cash,Shubra,Cairo,Older than a week,139000
Mercedes-Benz,C200,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,4625000
Kia,Cerato Coupe,2013.0,Sports / Coupe,Automatic,Benzine,176000.0,Silver,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Older than a week,550000
Renault,Logan,2016.0,Sedan,Automatic,Benzine,53000.0,Blue- Navy Blue,5.0,Full Leather,Cash,San Stefano,Alexandria,Older than a week,510000
Mercedes-Benz,GLC 300,2024.0,Sports / Coupe,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,5650000
Fiat,128,1976.0,Sedan,Manual,Benzine,999.0,Blue- Navy Blue,5.0,Full Leather,Cash,6th of October,Giza,This week,60000
Land Rover,Range Rover Vogue,2025.0,4X4,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Installments,5th Settlement,New Cairo,Less than a day,5500000
Hyundai,Veloster,2012.0,Hatchback,Automatic,Benzine,130000.0,Orange,5.0,Full Leather,Cash,6th of October,Giza,This week,575000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,19500.0,Silver,4.0,Part Leather,Cash,New Cairo,Cairo,Older than a week,3200000
Opel,Corsa,2003.0,Sedan,Manual,Benzine,320000.0,Green,4.0,Cloth,Cash,Hadayek al-Ahram,Giza,This week,230000
Chery,A11,2005.0,Sedan,Automatic,Benzine,309000.0,Silver,5.0,Part Leather,Cash,Ain Shams,Cairo,Older than a week,185000
Fiat,128,1978.0,Sedan,Manual,Benzine,15000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Seyouf,Alexandria,Older than a week,55000
Peugeot,Pars,2009.0,Sedan,Manual,Benzine,123000.0,Gold,5.0,Cloth,Cash,Hurghada,Red Sea,This week,285000
Lada,2107,1999.0,Sedan,Manual,Benzine,42500.0,Beige,4.0,Cloth,Cash,Smoha,Alexandria,Older than a week,100000
Chevrolet,Aveo,2015.0,Sedan,Automatic,Benzine,200000.0,Black,4.0,Other,Cash,Valeria Maadi,Zahraa Al Maadi,Older than a week,420000
Fiat,Punto,2009.0,Hatchback,Manual,Benzine,11000.0,Black,5.0,Full Leather,Cash,Matareya,Cairo,This week,290000
Mercedes-Benz,GLC 200,2020.0,Sports / Coupe,Automatic,Benzine,88000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Madinaty,Cairo,Less than a day,3250000
Hyundai,Verna,2003.0,Sedan,Manual,Benzine,260000.0,Red,5.0,Other,Cash,Ozone Medical Center,New Cairo,Older than a week,290000
Renault,Logan,2012.0,Sedan,Manual,Benzine,214000.0,Burgundy,5.0,Full Leather,Cash,Bacchus,Alexandria,This week,320000
Land Rover,Range Rover Sport,2021.0,SUV,Automatic,Hybrid,34980.0,Black,4.0,Full Leather,Cash,Rehab City Compound,New Cairo,Older than a week,7000000
Volkswagen,Pointer,2005.0,Hatchback,Manual,Benzine,170000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,This week,160000
Honda,CR-V,2021.0,SUV,Automatic,Benzine,26000.0,Silver,5.0,Full Leather,Cash,1st Settlement,New Cairo,Older than a week,2200000
Suzuki,Alto,2009.0,Hatchback,Manual,Benzine,136000.0,Silver,5.0,Cloth,Cash,Gesr Al Suez,Cairo,Older than a week,195000
Jeep,Grand Cherokee,2018.0,Hatchback,Automatic,Benzine,80000.0,Red,5.0,Full Leather,Cash,Sidi Gaber,Alexandria,This week,2730000
BYD,F3,2025.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,690000
Skoda,Kodiaq,2021.0,SUV,Automatic,Benzine,65400.0,Gray,7.0,Full Leather,Cash,New Cairo,Cairo,This week,1950000
Mercedes-Benz,C180,2012.0,Sedan,Automatic,Benzine,200000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,1280000
MINI,Cooper s,2020.0,Hatchback,Automatic,Benzine,89000.0,White,4.0,Part Leather,Cash,5th Settlement,New Cairo,Older than a week,1850000
Renault,Logan,2019.0,Sedan,Automatic,Benzine,60000.0,Blue- Navy Blue,5.0,Cloth,Cash,Privado,Madinaty,Older than a week,550000
MG,HS,2025.0,Hatchback,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,Downtown Cairo,Cairo,Older than a week,1570000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,1670000
Honda,Civic,1990.0,Sedan,Manual,Benzine,115500.0,Silver,5.0,Cloth,Cash,Haram,Giza,This week,160000
Kia,Sorento Hybrid,2025.0,4X4,Automatic,Hybrid,115500.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,3525000
Mercedes-Benz,Viano,2025.0,Van / Bus,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,7150000
Land Rover,Evoque,2024.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,3950000
Audi,Other,2023.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,This week,8750000
Hyundai,Elantra,2021.0,Sedan,Automatic,Benzine,54000.0,Blue- Navy Blue,5.0,Full Leather,Installments,Nasr City,Cairo,Older than a week,1320000
Land Rover,Velar,2022.0,SUV,Automatic,Benzine,50000.0,White,5.0,Full Leather,Cash or Installment,Almazah,Cairo,Less than a day,4250000
Chevrolet,Lanos,2013.0,Small city car,Automatic,Benzine,300000.0,Gray,5.0,Full Leather,Cash,Shebin al-Koum,Monufia,Older than a week,315000
Mercedes-Benz,S450,2023.0,Sedan,Automatic,Benzine,17000.0,Gray,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Older than a week,8700000
Renault,5,1998.0,Hatchback,Manual,Benzine,1000.0,Black,4.0,Full Leather,Cash,Berket al-Sabaa,Monufia,Older than a week,105000
GAC,GS4,2025.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Less than a day,1270000
Chevrolet,Cruze,2010.0,Sedan,Automatic,Benzine,163000.0,Black,5.0,Cloth,Cash,New Obour City,Obour City,Older than a week,385000
Hyundai,Verna,2011.0,Sedan,Manual,Benzine,115000.0,Gray,4.0,Full Leather,Cash,Hamoul,Kafr al-Sheikh,Older than a week,385000
BMW,318,2018.0,Sedan,Automatic,Benzine,103000.0,White,5.0,Full Leather,Cash,Mansura,Dakahlia,Less than a day,1650000
Volkswagen,Polo,2001.0,Other,Manual,Benzine,270000.0,Blue- Navy Blue,4.0,Other,Cash,Zahraa Al Maadi,Cairo,This week,295000
Nissan,Sunny,2020.0,Sedan,Automatic,Benzine,136000.0,Gray,5.0,Full Leather,Cash,Shebin al-Koum,Monufia,This week,570000
Opel,Insignia,2020.0,Sedan,Automatic,Benzine,300.0,Gray,5.0,Part Leather,Cash,Nasr City,Cairo,Less than a day,1050000
Jeep,Cherokee,2012.0,4X4,Automatic,Benzine,290000.0,Black,5.0,Full Leather,Cash,Mountain Plaza,Mokattam,Less than a day,1050000
Mercedes-Benz,GLA 200,2026.0,SUV,Automatic,Benzine,115500.0,Black,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,3800000
BMW,750,2022.0,Sedan,Automatic,Benzine,115500.0,White,4.0,Full Leather,Installments,New Cairo,Cairo,Less than a day,8500000
Bentley,Continental,2021.0,Sedan,Automatic,Benzine,6800.0,Blue- Navy Blue,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,16500000
Mercedes-Benz,GLA 200,2026.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,3750000
Speranza,A113,2009.0,Hatchback,Manual,Benzine,50000.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,275000
Audi,S3/RS3,2019.0,Sedan,Automatic,Benzine,85000.0,Silver,5.0,Full Leather,Cash,Al Ibrahimiyyah,Alexandria,Older than a week,2050000
Citroen,C5,2021.0,SUV,Automatic,Benzine,192000.0,Black,5.0,Cloth,Cash,5th Settlement,New Cairo,Less than a day,1100000
Fiat,Tempra,1990.0,Sedan,Manual,Benzine,200000.0,Gray,3.0,Part Leather,Cash,Obour City,Cairo,Less than a day,90000
Daewoo,Nubira,1997.0,Sedan,Automatic,Benzine,10000.0,Black,5.0,Full Leather,Cash,Zagazig,Sharqia,Less than a day,225000
Mitsubishi,Lancer,2015.0,Sedan,Automatic,Benzine,2200.0,Gray,5.0,Full Leather,Cash,Madinaty,Cairo,This week,720000
Land Rover,Range Rover Vogue,2024.0,SUV,Automatic,Benzine,20000.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,17000000
Chevrolet,Aveo,2007.0,Sedan,Manual,Benzine,212000.0,Black,5.0,Full Leather,Cash,Fayoum City,Fayoum,Older than a week,270000
Peugeot,405,1999.0,Sedan,Manual,Benzine,300000.0,Black,5.0,Full Leather,Cash,Zagazig,Sharqia,This week,150000
Chevrolet,Lanos,1999.0,Sedan,Manual,Benzine,30000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,This week,230000
Fiat,128,1982.0,Sedan,Manual,Benzine,10000.0,Black,4.0,Cloth,Exchange,Hadayek al-Kobba,Cairo,Older than a week,40000
Mercedes-Benz,C200,2025.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4300000
Baic,X7,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Capital City,Cairo,This week,1575000
Fiat,127,1983.0,Small city car,Manual,Benzine,6000.0,Blue- Navy Blue,4.0,Full Leather,Cash,New Nozha,Cairo,Older than a week,50000
Kia,Shuma,2000.0,Sedan,Automatic,Benzine,335000.0,Black,5.0,Full Leather,Cash,Shubra al-Khaimah,Qalyubia,This week,250000
Chevrolet,Cruze,2011.0,Sedan,Automatic,Benzine,260000.0,Gray,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,420000
Fiat,128,1988.0,Sedan,Manual,Benzine,56000.0,White,5.0,Full Leather,Cash,Atssa,Fayoum,This week,60000
Geely,Emgrand 7,2014.0,Sedan,Manual,Benzine,235.0,Gray,5.0,Full Leather,Cash,Dekheila,Alexandria,Older than a week,160000
Nissan,Sunny,2009.0,Sedan,Automatic,Benzine,267.0,Black,5.0,Full Leather,Cash,Continental Residence Compound,Sheikh Zayed,This week,400000
Speranza,A113,2011.0,Other,Manual,Benzine,161000.0,Gray,5.0,Full Leather,Cash,Shubra,Cairo,This week,270000
Geely,Emgrand 7,2015.0,Sedan,Manual,Benzine,106000.0,Black,4.0,Cloth,Cash,Zahraa Madinat Nasr,Nasr City,Older than a week,480000
Mercedes-Benz,CLA 200,2024.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,3000000
Speranza,A113,2010.0,Sedan,Manual,Benzine,145000.0,Gray,5.0,Full Leather,Cash,Ard El Lewa,Giza,This week,235000
BMW,X5,2017.0,4X4,Automatic,Benzine,69000.0,Silver,5.0,Full Leather,Cash,Obour City,Cairo,Older than a week,2950000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,3550000
Peugeot,3008,2016.0,SUV,Automatic,Benzine,164000.0,Black,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,595000
Suzuki,Swift,2025.0,Hatchback,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,900000
Fiat,Grand Punto,2017.0,Hatchback,Automatic,Benzine,112000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,570000
Peugeot,301,2020.0,Sedan,Automatic,Benzine,185000.0,Black,5.0,Cloth,Cash,Hadayek El Maadi,Maadi,This week,570000
Cupra,Leon,2024.0,Sports / Coupe,Automatic,Benzine,40000.0,Gray,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,1750000
Land Rover,Velar,2020.0,4X4,Automatic,Benzine,100000.0,Gray,5.0,Full Leather,Cash,Madinaty,Cairo,This week,3800000
Changan,UNI-T,2025.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,1300000
Chevrolet,N300,2024.0,Van / Bus,Manual,Benzine,14000.0,Other Color,5.0,Full Leather,Cash,New Damietta,Damietta,This week,685000
Renault,Austral,2025.0,SUV,Automatic,Benzine,21000.0,Blue- Navy Blue,5.0,Cloth,Cash or Installment,Heliopolis,Cairo,This week,1650000
Chevrolet,Pickup/Dababa,2022.0,Pickup,Manual,Diesel,115500.0,White,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,1470000
Fiat,500X,2024.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Older than a week,1150000
Renault,Megane,2007.0,Sedan,Automatic,Benzine,200000.0,Red,5.0,Full Leather,Cash,El Fardous Compound,6th of October,This week,350000
Mazda,3,2015.0,Sedan,Automatic,Benzine,110000.0,Red,5.0,Full Leather,Cash,Madinaty,Cairo,Older than a week,770000
Chana,New Star,2015.0,Sedan,Automatic,Benzine,200000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,300000
Geely,Pandido,2014.0,Sedan,Automatic,Benzine,120000.0,Silver,5.0,Full Leather,Cash,Haram,Giza,This week,310000
Hyundai,Tucson,2017.0,Hatchback,Automatic,Benzine,220000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Hadayek Helwan,Cairo,Less than a day,1220000
Fiat,128 Nova,2006.0,Sedan,Manual,Benzine,99000.0,Other Color,5.0,Full Leather,Cash,Menouf,Monufia,This week,150000
Renault,Logan,2017.0,Sedan,Manual,Benzine,155000.0,Red,4.0,Full Leather,Cash,Al Hadaba Al Olya,Mokattam,This week,400000
Chevrolet,N300,2016.0,Van / Bus,Manual,Benzine,173000.0,Silver,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,This week,290000
